dom1     dom2     J_plm                known_interaction
PF00119  PF00420  0.45232030318251326  0
PF00033  PF02790  0.451901399813163    0
PF00119  PF00507  0.44864387902930025  0
PF08659  PF16197  0.44852345058353044  1
PF13889  PF13915  0.4477748967823134   1
PF02676  PF08608  0.4472258933623902   0
PF06202  PF14701  0.4469250061774157   1
PF01379  PF03900  0.4468338767717397   1
PF00032  PF00662  0.44495371584855636  0
PF08082  PF08083  0.44408302308608355  1
PF12807  PF15044  0.4435561662715346   1
PF01301  PF13364  0.44301983538496714  1
PF11380  PF17101  0.4427061543336449   1
PF00185  PF02729  0.4421924571482161   1
PF00077  PF00665  0.44205809860556416  1
PF01368  PF02833  0.44189848044885977  1
PF00119  PF00510  0.44181666709055667  0
PF15803  PF15805  0.4407208038523532   1
PF08492  PF17004  0.4393689265895629   1
PF04990  PF04992  0.43917806207119425  1
PF06202  PF14702  0.43807987709894664  1
PF00361  PF00499  0.437681932323738    1
PF10597  PF10598  0.4370132748086402   1
PF00033  PF00361  0.4368608858698855   0
PF08351  PF13718  0.43679849829007283  1
PF00119  PF00146  0.4341665936899802   1
PF13085  PF13534  0.4339146156484034   1
PF02678  PF05726  0.43315577251268794  1
PF00032  PF00361  0.4330920426703853   0
PF00115  PF00662  0.43200994037418117  0
PF14852  PF14853  0.43115526160379497  1
PF00033  PF00507  0.4305096798415369   0
PF14641  PF14878  0.4281380362895882   1
PF11919  PF16507  0.42637058526529326  1
PF00032  PF00507  0.4248983312617357   0
PF00384  PF10588  0.4215552955349156   1
PF00361  PF06455  0.41979670123491697  1
PF01512  PF10531  0.41767532734930113  1
PF14222  PF14228  0.41660744155995433  1
PF00146  PF02790  0.4155671202498713   0
PF11732  PF16134  0.41178892235107944  1
PF00078  PF00665  0.4113500729213555   1
PF13718  PF13725  0.4105184864403247   1
PF11380  PF17102  0.4095194369753071   1
PF00499  PF06455  0.4095038802410152   0
PF00146  PF06455  0.40903576151809035  0
PF00507  PF02790  0.406937370344566    0
PF04376  PF04377  0.406690024583221    1
PF00479  PF02781  0.4064908716666853   1
PF08659  PF14765  0.40585257260542046  1
PF05127  PF13725  0.40513978121044614  1
PF12836  PF16921  0.40509330460272175  1
PF10347  PF10351  0.404840191552438    1
PF08351  PF13725  0.4047374534541391   1
PF09668  PF12009  0.4042348535518433   0
PF14663  PF14668  0.40341511111868333  1
PF02806  PF02922  0.4030661694888729   1
PF15901  PF15902  0.4029914326094169   1
PF12436  PF14533  0.4026245164375213   1
PF00662  PF06455  0.40244471240412427  1
PF14635  PF14641  0.4013244357835588   1
PF08083  PF10597  0.40083471908053003  1
PF09732  PF10312  0.39963849976997734  1
PF00032  PF00146  0.3994001218484552   1
PF14694  PF14695  0.39923217974872055  1
PF01243  PF10590  0.39914440851387467  1
PF00032  PF00420  0.39843907322401945  0
PF04557  PF04558  0.39540395675522033  1
PF00420  PF02790  0.394894533034146    0
PF10637  PF13661  0.39486783047739293  1
PF00146  PF00507  0.39486446582133783  0
PF14765  PF16197  0.39482938132853507  1
PF00119  PF00662  0.3948023731276371   0
PF11916  PF12755  0.39464558112332493  1
PF02170  PF02171  0.39353361775688933  1
PF14222  PF14225  0.39302604913488604  1
PF08393  PF12774  0.3925442973114516   1
PF10391  PF14791  0.392233646971477    1
PF01381  PF08523  0.3915318239782555   1
PF00384  PF09326  0.3909151765917629   1
PF00115  PF00119  0.3906539016885966   0
PF01154  PF08540  0.3898721976976041   1
PF14676  PF14679  0.38945319824236485  1
PF00032  PF02790  0.38871370270693595  0
PF05645  PF08221  0.38823850987534714  1
PF10391  PF14716  0.3876870820048707   1
PF07574  PF08746  0.3875457478775931   1
PF09765  PF11793  0.3868480440866637   1
PF10403  PF10405  0.38665594348996735  1
PF02637  PF02934  0.38520110106536287  1
PF00119  PF00499  0.3849038352792084   0
PF00941  PF01799  0.38440715520928237  1
PF14225  PF14228  0.3840638290765139   1
PF14676  PF14680  0.38331938576699365  1
PF05743  PF09454  0.38278332061325265  1
PF01713  PF08590  0.3827116212572528   1
PF04734  PF17048  0.38167881830128364  1
PF14716  PF14792  0.3811526931537679   1
PF00703  PF02837  0.3796736895134673   1
PF03439  PF11942  0.3793101934745542   1
PF00115  PF00507  0.3789275728851057   0
PF01321  PF16188  0.3788576299523882   1
PF10644  PF14881  0.37867598335765196  1
PF00384  PF13510  0.3773932922185192   1
PF05206  PF11722  0.37690198338163483  1
PF14635  PF14639  0.3767260752091609   1
PF11262  PF11732  0.3765815722516134   1
PF08355  PF08356  0.37656764613329374  1
PF00146  PF00420  0.3719128196164094   0
PF00077  PF13975  0.37078145450630245  1
PF08084  PF12134  0.3704674428744137   1
PF00119  PF00361  0.3702644007065946   0
PF00941  PF03450  0.3690691471999376   1
PF09088  PF09090  0.3687951480831957   1
PF00420  PF06455  0.36859319965603016  0
PF00116  PF00499  0.3685166062391881   0
PF00033  PF00662  0.3683922721776487   0
PF12842  PF16415  0.36684451127776085  1
PF00037  PF01020  0.36593160786077095  0
PF10596  PF10597  0.3647390431272447   1
PF04959  PF12066  0.36457861192228747  1
PF00329  PF00346  0.364194101549439    1
PF00115  PF06455  0.362805633950397    0
PF01331  PF03919  0.36261661169973025  1
PF08953  PF16300  0.3624327171462889   1
PF01315  PF03450  0.36200969214040285  1
PF00591  PF07831  0.36195994678639354  1
PF00988  PF02787  0.3613182535615193   1
PF10404  PF10405  0.36105376417231055  1
PF14675  PF14679  0.3608616934064818   1
PF02727  PF02728  0.3607188226168915   1
PF11262  PF16134  0.3605447127396826   1
PF01936  PF12872  0.36008913593545994  1
PF00037  PF12009  0.35984790418325807  0
PF01074  PF09261  0.35871564777127823  1
PF08644  PF14826  0.3584307082932081   1
PF01191  PF03871  0.35803487428848824  1
PF14664  PF14668  0.35779142061204827  1
PF00507  PF06455  0.3575019696828384   0
PF10266  PF14744  0.3573932963292901   0
PF00361  PF02790  0.3569765107249495   0
PF08082  PF10597  0.35683584422375053  1
PF02607  PF02965  0.3568237673274144   1
PF01213  PF08603  0.35572611227608686  1
PF14675  PF14676  0.3555986278100651   1
PF16415  PF16417  0.3552623870295617   1
PF06807  PF16573  0.3543357750470213   1
PF01967  PF06463  0.35381290649476016  1
PF00731  PF01259  0.35177972447749317  1
PF14639  PF14878  0.35171718764494914  1
PF08771  PF11865  0.3514830988652253   1
PF00941  PF01315  0.351000532498949    1
PF10373  PF10374  0.35025662194422824  1
PF04096  PF12110  0.35007610386964905  1
PF08620  PF08621  0.3499587534798797   1
PF02790  PF06455  0.3498429915746956   0
PF04685  PF12215  0.34914747557569625  1
PF00032  PF00499  0.34904346585184437  0
PF00891  PF16864  0.3486073385910391   1
PF05253  PF11722  0.3484300153628625   1
PF05964  PF05965  0.3474951348044819   1
PF00116  PF00420  0.3468893729584418   0
PF14663  PF14666  0.34586033106775693  1
PF01315  PF02738  0.34508276189658504  1
PF10266  PF14745  0.34406147875894943  0
PF00662  PF02790  0.343250899521485    0
PF06025  PF14377  0.34287210178262095  1
PF00510  PF06455  0.34176610100159466  0
PF14676  PF14678  0.34157146447702774  1
PF01747  PF14306  0.3412170380429531   1
PF02885  PF07831  0.3405100136138967   1
PF02738  PF03450  0.33962136718689784  1
PF00444  PF05051  0.3392379311384641   0
PF09326  PF10588  0.3390451222454805   1
PF06741  PF14438  0.3385053920372545   1
PF07778  PF13092  0.3377719636391876   0
PF13871  PF13872  0.33748608320832485  1
PF09268  PF13838  0.3368812981922367   1
PF16417  PF16418  0.33560700622924045  1
PF14666  PF14668  0.33524915047252385  1
PF00033  PF00420  0.33524591410781135  0
PF00278  PF02784  0.33502128347220483  1
PF12775  PF12780  0.33448933858611585  1
PF14679  PF14680  0.3339355991514683   1
PF08084  PF10597  0.3338984133228422   1
PF10596  PF12134  0.33384918859442425  1
PF08393  PF12777  0.3333280312352833   1
PF12774  PF12777  0.3330258384581342   1
PF00420  PF00510  0.33301613339762687  0
PF00941  PF02738  0.3322942558182683   1
PF13878  PF13880  0.3319985655739548   1
PF14781  PF14783  0.3317368187102764   1
PF05631  PF13383  0.3315341439171128   0
PF01071  PF02843  0.33122502830460937  1
PF14675  PF14680  0.33107182118758005  1
PF01315  PF01799  0.3309044145637903   1
PF13243  PF13249  0.3299235314527038   1
PF06012  PF14377  0.3289429781765012   1
PF04135  PF12554  0.3287357406715053   0
PF16190  PF16191  0.3286618145566479   1
PF04840  PF04841  0.32846171623703124  1
PF00387  PF00388  0.3284316987194902   1
PF01200  PF03604  0.32810279232045836  0
PF01074  PF07748  0.3273481325614389   1
PF05667  PF07258  0.327174154704278    1
PF08071  PF16121  0.32639582967495373  1
PF00209  PF00375  0.3256277845779536   0
PF09793  PF14438  0.3250133717895014   0
PF05285  PF08158  0.32494204089153267  1
PF00075  PF01693  0.32477293514886574  1
PF10596  PF10598  0.32413288354629355  1
PF01799  PF03450  0.3240750823671246   1
PF01028  PF14370  0.323580172804918    1
PF14647  PF14648  0.32321582819360156  1
PF00032  PF06455  0.3227375993577842   0
PF10403  PF10404  0.3226459927733153   1
PF03184  PF03221  0.3220713053937087   1
PF01071  PF02844  0.321663318201615    1
PF11707  PF16201  0.321643633262364    1
PF00390  PF03949  0.3215779676676109   1
PF09326  PF13510  0.3211905717841491   1
PF01583  PF01747  0.320785918657032    1
PF00116  PF00662  0.32075548148212785  0
PF14633  PF14878  0.3204317071577099   1
PF00217  PF02807  0.32025011113735186  1
PF13967  PF14703  0.31949262557596014  1
PF01642  PF02310  0.31869474398955777  1
PF01958  PF03447  0.31860948793399513  1
PF14716  PF14791  0.3182336511882504   1
PF01179  PF02728  0.3177029946397412   1
PF10597  PF12134  0.3173564069544155   1
PF01020  PF08696  0.31622347707433895  0
PF02689  PF14291  0.3157444886069706   0
PF03184  PF05225  0.3155616785840969   1
PF04406  PF12861  0.31553468155920195  0
PF14781  PF14782  0.31537805608070335  1
PF08083  PF10598  0.31513900813903684  1
PF07748  PF09261  0.3150069300865513   1
PF00078  PF13606  0.314545136918295    0
PF12842  PF16417  0.3141390537964324   1
PF08164  PF13339  0.31400517483837165  1
PF00644  PF02877  0.3133143981173632   1
PF00764  PF14698  0.312735937738041    1
PF00115  PF00499  0.3125323692382458   0
PF01799  PF02738  0.31237903205159656  1
PF03966  PF06842  0.31226457331101454  0
PF10598  PF12134  0.312026587976337    1
PF01743  PF12627  0.3117149415923153   1
PF04571  PF08235  0.31144548621024026  1
PF14699  PF14701  0.31078299987536256  1
PF12777  PF12781  0.31053871488590695  1
PF14632  PF14641  0.3100895497894053   1
PF11945  PF14744  0.30998963742754565  0
PF01020  PF12009  0.30980768453047175  0
PF08996  PF12254  0.3094609684509549   1
PF08082  PF08084  0.3093135297194603   1
PF00033  PF00499  0.3092695201161983   0
PF14737  PF14740  0.30921673394789423  1
PF09371  PF12836  0.3088155255214683   1
PF04135  PF08571  0.3086930865845189   0
PF13842  PF13843  0.3086186158755426   1
PF07286  PF14336  0.3085006795099326   1
PF00116  PF06455  0.3072762949281635   0
PF04683  PF16550  0.3071430717668511   1
PF13625  PF16203  0.307073526134646    1
PF06278  PF16858  0.3066519260986168   1
PF14675  PF14678  0.3062271132999853   1
PF08082  PF10598  0.30620166666197024  1
PF10152  PF14745  0.3060229355204312   0
PF09110  PF09111  0.30543374827992     1
PF00510  PF00662  0.30536975226785185  0
PF06331  PF09341  0.30532496112438345  0
PF03184  PF05699  0.30487069673216843  1
PF14782  PF14783  0.30412333216770093  1
PF10304  PF10363  0.30401481230005745  1
PF00471  PF00832  0.30350300381024414  0
PF05493  PF06842  0.3031420127544142   0
PF00116  PF00507  0.30256829803221025  0
PF10961  PF15879  0.30215791997900193  0
PF14699  PF14702  0.3021266743311825   1
PF03986  PF10381  0.3017466017137017   1
PF02843  PF02844  0.301647238285736    1
PF10152  PF10266  0.30153156667023634  0
PF14837  PF14838  0.30118941635087637  1
PF04056  PF07975  0.30111168536587335  1
PF11945  PF14745  0.3010337335067084   0
PF00349  PF03727  0.30089913640475935  1
PF08083  PF08084  0.3000400961986364   1
PF03234  PF08565  0.2999971196101363   1
PF10266  PF14746  0.2997423323371264   0
PF17102  PF17103  0.299579672415456    1
PF14639  PF14641  0.2993976549046147   1
PF08385  PF08393  0.29901101683884035  1
PF08772  PF17146  0.29784779590866184  1
PF08755  PF13369  0.2977594943337693   1
PF08699  PF16486  0.2973771198614822   1
PF08084  PF10598  0.296663508729752    1
PF06202  PF14699  0.29664562727445226  1
PF07967  PF08600  0.29562587119563255  1
PF00471  PF05365  0.29531735984891294  0
PF08082  PF12134  0.2953023269214474   1
PF07780  PF11861  0.2949684057067592   1
PF14663  PF14664  0.2948841884615305   1
PF02729  PF02787  0.2948563289162824   1
PF03561  PF09349  0.29469982636335706  0
PF14304  PF14327  0.29468950466270477  1
PF10266  PF11945  0.2944098567544011   0
PF12774  PF12775  0.29430111941425946  1
PF00644  PF05406  0.29156464957490436  1
PF03221  PF04218  0.29149679965770925  1
PF06331  PF12861  0.2911612763903353   0
PF11945  PF14746  0.29115124212358057  0
PF01505  PF11978  0.2909632946082915   1
PF00185  PF02787  0.2909253683029591   1
PF10152  PF11945  0.29089996075438     0
PF06842  PF12861  0.2908477956292994   0
PF09358  PF16191  0.29077876968096406  1
PF08752  PF16381  0.29047771352455265  1
PF01583  PF14306  0.29009370647980626  1
PF12775  PF12777  0.2895743699895073   1
PF12777  PF12780  0.28777075719910405  1
PF07731  PF07732  0.28757053746169675  1
PF01794  PF08022  0.2871830022017394   1
PF02310  PF02607  0.2868018448051206   1
PF10531  PF10589  0.28652668656158614  1
PF08083  PF10596  0.28613835462254317  1
PF12999  PF13015  0.2853257250188953   1
PF00665  PF13975  0.2852733113406134   1
PF14678  PF14679  0.28522271132459454  1
PF08324  PF09070  0.2847253224640175   1
PF01642  PF03308  0.284694368717025    1
PF16978  PF16979  0.2845984765839585   1
PF11380  PF17103  0.28367802998381597  1
PF08083  PF12134  0.28330220486260493  1
PF00542  PF16320  0.28325616355721084  1
PF02138  PF14844  0.28273591910605034  1
PF12774  PF12780  0.2826040303291758   1
PF08911  PF10496  0.28237006827948785  0
PF12826  PF13604  0.28230343858459683  0
PF03234  PF08564  0.2822740081013899   1
PF10152  PF14744  0.2819707574411937   0
PF00037  PF09668  0.2813862530608217   0
PF08295  PF16879  0.2807854039868927   1
PF02892  PF05699  0.28071494692580407  1
PF01984  PF06645  0.28012873649754333  0
PF08510  PF10181  0.2800884238027911   0
PF06463  PF13353  0.2798776967618398   1
PF02171  PF16486  0.2792287961881931   1
PF01512  PF10589  0.2790983647383352   1
PF04869  PF04871  0.2789547447994088   1
PF02791  PF15613  0.2786815834587977   1
PF00033  PF06455  0.2781526559785664   0
PF07962  PF13917  0.27791534206225044  0
PF02791  PF10537  0.27783251877335347  1
PF02877  PF08063  0.27770599697538434  1
PF01106  PF08712  0.27753892572646144  1
PF08385  PF12775  0.27735669972039145  1
PF12775  PF12781  0.2771812431009986   1
PF05161  PF13660  0.27671044257094646  1
PF00832  PF04758  0.2766861292512914   0
PF07303  PF10390  0.27642785606731246  1
PF02671  PF16879  0.2761138366857184   1
PF05391  PF13975  0.27602890628779775  0
PF00037  PF08696  0.27599535017969706  0
PF12108  PF16837  0.2759670286011834   1
PF12861  PF14520  0.2759655661407632   0
PF00881  PF01841  0.2759071406230518   0
PF02714  PF13967  0.2758396891659475   1
PF08564  PF08565  0.27550310708812253  1
PF03604  PF08122  0.2753058231400092   0
PF03835  PF10405  0.27450512948892203  1
PF13229  PF13517  0.2744686149691148   0
PF07934  PF08783  0.27415926361601073  0
PF07749  PF07912  0.2740905989493956   1
PF12780  PF12781  0.27397255577093427  1
PF08393  PF12775  0.27396659369813603  1
PF04434  PF13975  0.27387762750605704  0
PF02714  PF14703  0.27378030507497336  1
PF02597  PF08242  0.27370533600661107  0
PF03473  PF03476  0.2736805341674107   1
PF05028  PF05406  0.27363267030326593  1
PF13245  PF13538  0.27353519197258946  1
PF00665  PF03184  0.27291135953864587  1
PF14664  PF14666  0.27275869301508987  1
PF05970  PF14291  0.2723154289516333   1
PF00115  PF00420  0.27168359893041294  0
PF08454  PF08709  0.2716702747659836   1
PF05837  PF07778  0.2714842700125437   0
PF08571  PF13917  0.2714207610688397   0
PF00119  PF06455  0.27109121528960856  0
PF14678  PF14680  0.27105269726853676  1
PF07896  PF13534  0.2701331436936944   0
PF05495  PF14599  0.2700997068802849   1
PF00665  PF06825  0.2697335894719029   0
PF01179  PF02727  0.2689669328895232   1
PF03308  PF13669  0.2687669193802308   0
PF04990  PF05001  0.2686476494239414   1
PF08612  PF11571  0.2685948829760262   0
PF16752  PF16796  0.2685516017456058   0
PF00833  PF16906  0.26851380346077813  0
PF16487  PF16488  0.2684611098086563   1
PF01422  PF13401  0.2677716139559355   0
PF08385  PF12781  0.26768769066894654  1
PF00728  PF14845  0.26756930397821066  1
PF07915  PF08766  0.26742172684054033  0
PF13174  PF13374  0.26736223998239045  1
PF02594  PF08571  0.26701029401404497  0
PF08082  PF10596  0.266928791683156    1
PF00329  PF00420  0.26686818768152454  0
PF03184  PF13359  0.2658903793372791   1
PF10961  PF12009  0.26560669311903595  0
PF12631  PF13932  0.2654986297852439   1
PF02170  PF16488  0.26479485817279264  1
PF02689  PF13359  0.26441120315180816  0
PF00645  PF08063  0.2642170853992867   1
PF01967  PF13353  0.2641211828373329   1
PF00940  PF14700  0.2640947480852815   1
PF01059  PF06455  0.2640595232003307   0
PF05238  PF09496  0.26380515177268504  1
PF00221  PF01175  0.26378978228813565  1
PF10247  PF13691  0.26351239353748235  0
PF01422  PF06842  0.26343721806164433  0
PF05493  PF08038  0.26329075900004106  0
PF00634  PF09169  0.2628697581263968   1
PF13538  PF13604  0.26278312889646016  1
PF14633  PF14641  0.262757119438525    1
PF02170  PF08699  0.26264377142557205  1
PF00763  PF02882  0.26230357259933934  1
PF13673  PF15227  0.26152871094679914  1
PF05837  PF09496  0.26036939667997316  1
PF04992  PF05001  0.26025152123350104  1
PF07304  PF13245  0.26002709241670036  0
PF11931  PF16837  0.2596748529000755   1
PF01171  PF16503  0.25937862656113875  1
PF02765  PF16686  0.2591124892248916   1
PF06155  PF16206  0.2589132871716802   0
PF01368  PF02597  0.258843430183173    0
PF02310  PF02965  0.2585351907948672   1
PF01028  PF02919  0.2584213025689418   1
PF03028  PF08385  0.25830727190454733  1
PF02919  PF14370  0.25815388513088144  1
PF09358  PF16190  0.25794893723336393  1
PF03660  PF07491  0.257941184024956    0
PF05669  PF10382  0.2575354760599178   0
PF04826  PF14622  0.2570229944792911   0
PF13401  PF16796  0.25694674852616806  0
PF01857  PF01858  0.2565173044741793   1
PF01693  PF13452  0.2563662201027419   0
PF16486  PF16487  0.25633376724516366  1
PF02671  PF08295  0.25629045765623343  1
PF00731  PF02843  0.25625786962231256  0
PF01923  PF02310  0.2562283285316899   0
PF14633  PF14635  0.25622787478705794  1
PF00665  PF05699  0.25583491132285063  1
PF14632  PF14878  0.2557603377393006   1
PF05160  PF09072  0.25561808587462653  0
PF02749  PF06052  0.25551588906556105  0
PF14643  PF14644  0.25545779721732864  1
PF04188  PF06432  0.25531433404003145  0
PF04161  PF05024  0.2551877275336366   0
PF06920  PF14429  0.2551415745372277   1
PF12657  PF12660  0.2545626055027535   1
PF05493  PF15477  0.25445259145274457  0
PF06293  PF08571  0.25425418217154483  0
PF00792  PF00794  0.25422469710544604  1
PF02170  PF16486  0.2542159831422751   1
PF11411  PF12047  0.2541228951166057   0
PF00221  PF01936  0.2539346880937634   0
PF00023  PF00646  0.2538586905198449   1
PF05162  PF10215  0.25372877070843614  0
PF06624  PF07572  0.25351357075046466  0
PF08567  PF10198  0.25347843271469295  0
PF07773  PF10149  0.25344750890456813  1
PF05001  PF15879  0.25343884969447433  0
PF02689  PF14815  0.2533943220618011   0
PF04161  PF10203  0.25339415263448917  0
PF01082  PF03712  0.253233073496363    1
PF00665  PF13606  0.2528670379849577   0
PF03028  PF12777  0.2528588688344561   1
PF14687  PF14688  0.25273966087109134  1
PF01791  PF14438  0.2527208884235371   0
PF00975  PF14765  0.252440253765487    1
PF02585  PF09202  0.2523192492738371   0
PF00209  PF16350  0.25229382215153884  0
PF17101  PF17102  0.25228207191022656  1
PF01779  PF03604  0.2521721037282099   0
PF00024  PF09465  0.2519983077932901   0
PF14633  PF14639  0.25191186121352216  1
PF03028  PF08393  0.2512142613027383   1
PF06816  PF07684  0.2511915103779036   1
PF14910  PF14911  0.25077548039129016  1
PF12047  PF16550  0.2506342422393951   0
PF05254  PF06658  0.25061595708361295  0
PF02969  PF07571  0.2505874604912597   1
PF12862  PF13691  0.2503287032649353   0
PF06278  PF12422  0.25024576757719086  1
PF08084  PF10596  0.2501965192154101   1
PF00634  PF09103  0.24987763570211863  1
PF07286  PF08839  0.2496493933233183   0
PF02877  PF05028  0.24955187249109706  1
PF10199  PF10260  0.24951293820281545  0
PF02078  PF02750  0.24930180389940304  1
PF04406  PF10382  0.2491704338528664   0
PF01923  PF13669  0.2491566240278285   0
PF12422  PF16858  0.24905994879882346  1
PF00089  PF00209  0.24871807682603425  1
PF00146  PF00329  0.2486787610952384   1
PF00731  PF01071  0.24842431166950713  0
PF04418  PF13233  0.24838333203360596  0
PF05731  PF13174  0.2483170314044554   0
PF07452  PF07779  0.24819125843074935  0
PF01491  PF03870  0.24816407310671545  0
PF00115  PF01391  0.24814805580310195  0
PF14727  PF14728  0.247848593193232    1
PF03803  PF08612  0.2474206175110994   0
PF02171  PF08699  0.24719315413772053  1
PF05198  PF08209  0.247158181243398    0
PF08393  PF12780  0.24713151499129565  1
PF02689  PF14493  0.2470080272182378   0
PF03028  PF12774  0.2466738364865241   1
PF04406  PF13673  0.24659834066396824  0
PF02460  PF16414  0.2464314278458407   1
PF08385  PF12780  0.24640782936324457  1
PF02178  PF11719  0.2462011935116957   0
PF02689  PF13245  0.24609140614881458  0
PF00208  PF02812  0.2459946295144831   1
PF00023  PF00041  0.24587600539376164  1
PF08615  PF09468  0.24576769706686408  0
PF08510  PF10203  0.24545976760462726  0
PF16501  PF16669  0.245436013601816    0
PF00645  PF02877  0.24533530114619004  1
PF04005  PF13174  0.24504722206370838  0
PF07019  PF14438  0.2448827032781256   0
PF09799  PF10149  0.2446184012949912   0
PF00078  PF07896  0.24453536691636277  0
PF02045  PF05493  0.24440754482323823  0
PF10215  PF10639  0.24420704914605246  0
PF05493  PF12554  0.2440802721697437   0
PF02176  PF08032  0.24397686983230327  0
PF04627  PF10215  0.2438588717270398   0
PF01259  PF13507  0.24369226770536098  0
PF09696  PF16503  0.2436791789817948   0
PF02137  PF07572  0.24349576593122332  0
PF04133  PF09341  0.24340810187885087  0
PF08574  PF11605  0.24336716528196203  0
PF07061  PF12861  0.24325015471052025  0
PF06331  PF08991  0.24272288819851923  0
PF11732  PF12329  0.24266034403314257  0
PF08991  PF14632  0.24212354206651077  0
PF00075  PF13917  0.24197175928401213  0
PF06148  PF12022  0.24185987419574073  1
PF12861  PF15879  0.2415457661643702   0
PF04627  PF08571  0.24147098517182544  0
PF04110  PF10200  0.2414490413294325   0
PF05837  PF13092  0.2414196523740017   0
PF07923  PF11882  0.24139561021748446  1
PF06825  PF10175  0.24114400967738214  0
PF00832  PF08571  0.24086804597262979  0
PF01814  PF04457  0.24070905004462054  0
PF01134  PF10396  0.24035623045421262  1
PF01779  PF09072  0.2402594986280521   0
PF05162  PF16796  0.2400105702073235   0
